marca,modelo,ano_vehic,km,combustible,puertas,cv,transmision,ubicacion,precio,idade,km_era_ausente,marca_agrupada,possivel_classico
PEUGEOT,308 5P ACTIVE 1. 6 HDI 92 FAP,2012.0,89688.0,diesel,5.0,92.0,manual,CANTABRIA,8500,9.0,0,PEUGEOT,0
CHEVROLET,CRUZE 2. 0 VCDI 16V LS,2010.0,140000.0,diesel,4.0,125.0,manual,ZARAGOZA,4500,11.0,0,OUTRAS,0
VOLKSWAGEN,GOLF R 2. 0 TSI 300CV BMT 4MOTION DSG,2014.0,107000.0,gasolina,5.0,300.0,automatico,PONTEVEDRA,25500,7.0,0,VOLKSWAGEN,0
KIA,NIRO 1. 6 GDI HEV 104KW 141CV DRIVE,2019.0,49187.0,híbrido,5.0,141.0,automatico,VALENCIA,16700,2.0,0,OUTRAS,0
BMW,SERIE 4 420D GRAN COUPE,2015.0,132000.0,diesel,5.0,190.0,automatico,PONTEVEDRA,20600,6.0,0,BMW,0
VOLKSWAGEN,GOLF GTD 2. 0 TDI 184CV BMT,2015.0,124000.0,diesel,5.0,184.0,manual,PONTEVEDRA,18500,6.0,0,VOLKSWAGEN,0
OPEL,INSIGNIA 2. 0 CDTI ECOFLEX 130 CV EDITION,2010.0,161000.0,diesel,5.0,130.0,manual,VALLADOLID,8900,11.0,0,OPEL,0
VOLKSWAGEN,SCIROCCO 2. 0 TDI 177CV BY RLINE,2013.0,134000.0,diesel,3.0,177.0,manual,PONTEVEDRA,14900,8.0,0,VOLKSWAGEN,0
AUDI,A4 2. 0 TDI 140CV,2008.0,164000.0,diesel,4.0,140.0,manual,PONTEVEDRA,10400,13.0,0,AUDI,0
RENAULT,MEGANE SEDAN LUXE DYNAMIQUE 1. 6 16V,2005.0,163000.0,gasolina,4.0,115.0,manual,VALLADOLID,3850,16.0,0,RENAULT,0
HYUNDAI,SANTA FE 2. 2 CRDI STYLE LIMITED AUTO 4X4,2019.0,36000.0,diesel,5.0,200.0,automatico,MALAGA,36300,2.0,0,HYUNDAI,0
SEAT,ALTEA 1. 9 TDI 105CV ARENA,2009.0,169000.0,diesel,5.0,105.0,manual,VALLADOLID,7500,12.0,0,SEAT,0
RENAULT,MEGANE DYNAMIQUE 1. 5DCI105,2007.0,131000.0,diesel,5.0,105.0,manual,MADRID,2999,14.0,0,RENAULT,0
AUDI,A8 4. 2 QUATTRO TIPTRONIC,2003.0,262000.0,gasolina,4.0,310.0,automatico,ALICANTE,7900,18.0,0,AUDI,0
OPEL,ADAM 1. 4 XEL ROCKS,2017.0,78840.0,gasolina,3.0,87.0,manual,LAS_PALMAS,9490,4.0,0,OPEL,0
OPEL,CORSA 1. 4 TURBO 110KW 150CV GSI SS,2019.0,33600.0,gasolina,3.0,150.0,manual,LAS_PALMAS,12990,2.0,0,OPEL,0
CITROEN,C4 CACTUS PURETECH 81KW 110CV SS SHINE,2018.0,40511.0,gasolina,5.0,110.0,manual,MADRID,10990,3.0,0,CITROEN,0
HYUNDAI,IX35 1. 7 CRDI BLUEDRIVE KOSMO KLASS 4X2,2015.0,116000.0,diesel,5.0,115.0,manual,MADRID,11900,6.0,0,HYUNDAI,0
HYUNDAI,I20 1. 0 TGDI 74KW 100CV 48V TECNO,2020.0,5000.0,híbrido,5.0,100.0,manual,MADRID,16200,1.0,0,HYUNDAI,0
VOLKSWAGEN,POLO 1. 6 TDI 90CV SPORT,2011.0,113000.0,diesel,3.0,90.0,manual,ALICANTE,7490,10.0,0,VOLKSWAGEN,0
PEUGEOT,206 CC 1. 6 HDI,2006.0,109780.0,diesel,2.0,110.0,manual,CANTABRIA,5990,15.0,0,PEUGEOT,0
CITROEN,XSARA 2. 0 HDI MAGIC,2004.0,253162.0,diesel,3.0,90.0,manual,CANTABRIA,2000,17.0,0,CITROEN,0
MINI,MINI COOPER D,2008.0,145000.0,diesel,3.0,110.0,manual,TARRAGONA,5990,13.0,0,OUTRAS,0
CITROEN,C1 1. 0 SX,2006.0,125000.0,gasolina,5.0,68.0,manual,CASTELLON,3300,15.0,0,CITROEN,0
OPEL,INSIGNIA 2. 0CDTI ECOFLEX STARSTOP 140 EXCELLENCE,2015.0,47000.0,diesel,4.0,140.0,manual,CASTELLON,11900,6.0,0,OPEL,0
FORD,FIESTA 1. 0 ECOBOOST 100CV TITANIUM 5P,2014.0,94000.0,gasolina,5.0,100.0,manual,CASTELLON,6800,7.0,0,FORD,0
FORD,MONDEO 2. 2 TDCI 175 GHIA X,2008.0,150000.0,diesel,5.0,175.0,manual,ZARAGOZA,6500,13.0,0,FORD,0
RENAULT,MEGANE ZEN ENERGY TCE 130,2016.0,42758.0,gasolina,5.0,130.0,manual,CANTABRIA,11990,5.0,0,RENAULT,0
NISSAN,MICRA IGT 74 KW 100 CV E6D ACENTA,2019.0,1432.0,gasolina,5.0,100.0,manual,CANTABRIA,11990,2.0,0,NISSAN,0
AUDI,A3 SPORTBACK 1. 6 TDI 105 STRONIC ATTRACTION,2011.0,219000.0,diesel,5.0,105.0,automatico,TARRAGONA,6700,10.0,0,AUDI,0
SKODA,SUPERB COMBI 2. 0 TDI CR 140CV ELEGANCE,2014.0,82000.0,diesel,5.0,140.0,manual,ZARAGOZA,12490,7.0,0,OUTRAS,0
BMW,SERIE 4 M4,2014.0,144000.0,gasolina,2.0,431.0,automatico,PONTEVEDRA,44200,7.0,0,BMW,0
HYUNDAI,SONATA 2. 0 CRDI VGT COMFORT II,2007.0,210000.0,diesel,4.0,140.0,manual,ZARAGOZA,3999,14.0,0,HYUNDAI,0
HYUNDAI,I30 1. 0 TGDI NLINE,2020.0,1.0,gasolina,5.0,120.0,manual,MALAGA,19400,1.0,0,HYUNDAI,0
BMW,SERIE 1 118D,2017.0,82432.0,diesel,5.0,150.0,automatico,CANTABRIA,17000,4.0,0,BMW,0
HYUNDAI,IONIQ 1. 6 GDI HEV KLASS DT,2019.0,17953.0,híbrido,5.0,141.0,automatico,MALAGA,16900,2.0,0,HYUNDAI,0
HYUNDAI,I20 1. 0 TGDI 74KW 100CV ESSENCE LE,2019.0,28078.0,gasolina,5.0,100.0,manual,MALAGA,10500,2.0,0,HYUNDAI,0
SEAT,LEON 1. 6 TDI 105CV REFERENCE COPA,2012.0,157757.0,diesel,5.0,105.0,manual,CANTABRIA,7500,9.0,0,SEAT,0
NISSAN,QASHQAI 1. 6DCI SS ACENTA 4X2,2017.0,153398.0,diesel,5.0,130.0,manual,CANTABRIA,12990,4.0,0,NISSAN,0
RENAULT,CLIO SPORT TOUR. EXP. ENERGY TCE 90 SS ECO2,2013.0,158935.0,gasolina,5.0,90.0,manual,CANTABRIA,6500,8.0,0,RENAULT,0
VOLVO,C30 1. 6 DRIVE MOMENTUM,2010.0,114000.0,diesel,3.0,115.0,manual,ZARAGOZA,7498,11.0,0,OUTRAS,0
CITROEN,C4 PICASSO 1. 6 HDI 90CV ATTRACTION,2014.0,74263.0,diesel,5.0,92.0,manual,CANTABRIA,10500,7.0,0,CITROEN,0
FORD,FUSION 1. 6 16V ELEGANCE,2005.0,136007.0,gasolina,5.0,100.0,manual,CANTABRIA,3500,16.0,0,FORD,0
PEUGEOT,308 SW SPORT 1. 6 VTI,2009.0,164231.0,gasolina,5.0,120.0,manual,CANTABRIA,5500,12.0,0,PEUGEOT,0
PEUGEOT,308 SPORT 1. 6 HDI 110 FAP 5 VELOCIDADES,2009.0,152302.0,diesel,5.0,110.0,manual,CANTABRIA,5500,12.0,0,PEUGEOT,0
FIAT,GRANDE PUNTO 1. 3 MULTIJET 16V 90 SPORT,2007.0,174000.0,diesel,3.0,90.0,manual,PONTEVEDRA,3990,14.0,0,FIAT,0
PEUGEOT,308 5P BUSINESS LINE BLUEHDI 100,2016.0,83000.0,diesel,5.0,100.0,manual,CASTELLON,11800,5.0,0,PEUGEOT,0
AUDI,A3 1. 6 FSI ATTRACTION,2004.0,185000.0,gasolina,3.0,115.0,manual,ZARAGOZA,4300,17.0,0,AUDI,0
BMW,SERIE 3 318I TOURING,2007.0,125000.0,gasolina,5.0,129.0,manual,TARRAGONA,7500,14.0,0,BMW,0
VOLKSWAGEN,GOLF EDITION 1. 6 TDI 85KW 115CV,2017.0,122000.0,diesel,5.0,115.0,manual,CASTELLON,13900,4.0,0,VOLKSWAGEN,0
PEUGEOT,2008 ALLURE PURETECH 130 SS EAT6,2019.0,29031.0,gasolina,5.0,130.0,automatico,ALICANTE,15100,2.0,0,PEUGEOT,0
PEUGEOT,2008 SIGNATURE 1. 2 PURETECH 60KW 82CV,2019.0,26998.0,gasolina,5.0,82.0,manual,ALICANTE,11500,2.0,0,PEUGEOT,0
VOLKSWAGEN,GOLF 2. 0 TDI 184CV DSG GTD BMT,2013.0,166000.0,diesel,3.0,184.0,automatico,PONTEVEDRA,15200,8.0,0,VOLKSWAGEN,0
BMW,SERIE 3 320D TOURING E91,2005.0,242000.0,diesel,5.0,163.0,manual,PONTEVEDRA,6800,16.0,0,BMW,0
BMW,SERIE 1 116I,2005.0,140000.0,gasolina,5.0,115.0,manual,VALLADOLID,7900,16.0,0,BMW,0
AUDI,A5 SPORTBACK 2. 0 TDI 170CV DPF,2010.0,161000.0,diesel,5.0,170.0,manual,PONTEVEDRA,14900,11.0,0,AUDI,0
VOLKSWAGEN,GOLF SPORT 2. 0 TDI 150CV BMT DSG,2013.0,141000.0,diesel,5.0,150.0,automatico,PONTEVEDRA,14200,8.0,0,VOLKSWAGEN,0
VOLKSWAGEN,GOLF SPORT 2. 0 TDI 150CV BMT,2014.0,153000.0,diesel,5.0,150.0,manual,PONTEVEDRA,14000,7.0,0,VOLKSWAGEN,0
HYUNDAI,TUCSON 1. 6 TGDI 130KW 177CV KLASS SKY 4X2,2020.0,1.0,gasolina,5.0,177.0,manual,MALAGA,23700,1.0,0,HYUNDAI,0
HYUNDAI,I30 1. 4 MPI ESSENCE,2020.0,1.0,gasolina,5.0,100.0,manual,MALAGA,15400,1.0,0,HYUNDAI,0
OPEL,CROSSLAND X,2019.0,11340.0,gasolina,5.0,110.0,automatico,VALENCIA,15250,2.0,0,OPEL,0
PEUGEOT,2008 STYLE BLUEHDI 73KW 100CV SS,2018.0,82200.0,diesel,5.0,100.0,manual,CASTELLON,11900,3.0,0,PEUGEOT,0
HYUNDAI,I30 I30 CW TGDI 1. 0 120CV KLASS MY19,2019.0,2433.0,gasolina,5.0,120.0,manual,MALAGA,14500,2.0,0,HYUNDAI,0
HYUNDAI,I30 1. 0 TGDI N LINE,2019.0,836.0,gasolina,5.0,120.0,manual,MALAGA,15900,2.0,0,HYUNDAI,0
BMW,SERIE 5 530D,2008.0,200000.0,diesel,4.0,235.0,automatico,VALLADOLID,12000,13.0,0,BMW,0
BMW,SERIE 3 320D GRAN TURISMO,2018.0,83000.0,diesel,5.0,190.0,automatico,PONTEVEDRA,29500,3.0,0,BMW,0
CITROEN,XANTIA 2. 0 HDI PLAISIR 90CV,2000.0,429000.0,diesel,5.0,90.0,manual,PONTEVEDRA,1250,21.0,0,CITROEN,1
KIA,CARENS 2. 0 CRDI EX,2003.0,152000.0,diesel,5.0,112.0,manual,MADRID,2800,18.0,0,OUTRAS,0
PEUGEOT,5008 1. 5 BLUEHDI 96KW 130CV SS ALLURE,2021.0,0.0,diesel,5.0,130.0,manual,MALAGA,31300,0.0,1,PEUGEOT,0
MERCEDES-BENZ,CLASE CLA CLA 200 D,2017.0,64000.0,diesel,4.0,136.0,automatico,ALICANTE,25400,4.0,0,MERCEDES-BENZ,0
CITROEN,GRAND C4 PICASSO BLUEHDI 150 AIRDREAM EXCLUSIVE,2016.0,80000.0,diesel,5.0,150.0,manual,ALICANTE,14990,5.0,0,CITROEN,0
AUDI,Q5 3. 0 TDI CLEAN 258CV QUATT S TRON S LINE,2015.0,111000.0,diesel,5.0,258.0,automatico,OURENSE,28000,6.0,0,AUDI,0
PEUGEOT,207 1. 6 16V XS,2007.0,30000.0,gasolina,3.0,110.0,manual,ZARAGOZA,5990,14.0,0,PEUGEOT,0
PORSCHE,911 CARRERA 4 COUPE,2001.0,140000.0,gasolina,2.0,320.0,manual,ALICANTE,32990,20.0,0,OUTRAS,0
PEUGEOT,308 5P ALLURE 1. 6 BLUEHDI 88KW 120CV EAT6,2017.0,71700.0,diesel,5.0,120.0,automatico,MADRID,13900,4.0,0,PEUGEOT,0
TOYOTA,AURIS 1. 8 140H HYBRID FEEL,2017.0,69200.0,híbrido,5.0,136.0,automatico,MADRID,12900,4.0,0,OUTRAS,0
HYUNDAI,TUCSON 1. 6 CRDI 85KW 116CV ESSENCE 4X2,2019.0,15000.0,diesel,5.0,116.0,manual,MADRID,17900,2.0,0,HYUNDAI,0
HYUNDAI,KONA,2020.0,10000.0,híbrido,5.0,204.0,automatico,MADRID,34990,1.0,0,HYUNDAI,0
PEUGEOT,3008 HYBRID,2020.0,21000.0,híbrido,5.0,300.0,automatico,MADRID,39900,1.0,0,PEUGEOT,0
RENAULT,MEGANE BUSINESS ENERGY DCI 81KW 110CV,2017.0,59865.0,diesel,5.0,110.0,manual,CANTABRIA,11500,4.0,0,RENAULT,0
BMW,SERIE 3 320D TOURING,2008.0,143490.0,diesel,5.0,177.0,automatico,CANTABRIA,8990,13.0,0,BMW,0
RENAULT,MEGANE ZEN BLUE DCI 85 KW 115CV EDC,2020.0,100.0,diesel,5.0,115.0,automatico,CANTABRIA,20490,1.0,0,RENAULT,0
OPEL,CORSA 1. 4 SELECTIVE 66KW 90CV,2018.0,47000.0,gasolina,5.0,90.0,manual,CASTELLON,8100,3.0,0,OPEL,0
AUDI,Q5 2. 0 TDI 177 QUATTRO S TRON AMBITION PLUS,2014.0,89000.0,diesel,5.0,177.0,automatico,LA_CORUNA,22468,7.0,0,AUDI,0
MERCEDES-BENZ,CLASE A A 200 D STYLE,2016.0,56000.0,diesel,5.0,136.0,automatico,CASTELLON,19000,5.0,0,MERCEDES-BENZ,0
PEUGEOT,308 5P ACTIVE 1. 6 BLUEHDI 88KW 120CV,2017.0,157000.0,diesel,5.0,120.0,manual,CASTELLON,10000,4.0,0,PEUGEOT,0
OPEL,CORSA ENJOY 1. 3 ECOFLEX,2008.0,160000.0,diesel,5.0,75.0,manual,VALLADOLID,5900,13.0,0,OPEL,0
SEAT,LEON 1. 6 TDI 105CV STSP REFERENCE,2014.0,82000.0,diesel,5.0,105.0,manual,ZARAGOZA,9790,7.0,0,SEAT,0
CITROEN,GRAND C4 PICASSO 2. 0 16V CMP EXCLUSIVE PLUS,2007.0,130000.0,gasolina,5.0,143.0,automatico,ZARAGOZA,4999,14.0,0,CITROEN,0
PEUGEOT,208 5P STYLE 1. 2L PURETECH 60KW 82CV,2017.0,54000.0,gasolina,5.0,82.0,manual,LAS_PALMAS,6990,4.0,0,PEUGEOT,0
MITSUBISHI,ASX 180 DID CHALLENGE,2011.0,188000.0,diesel,5.0,116.0,manual,CASTELLON,8200,10.0,0,OUTRAS,0
NISSAN,LEAF 5P 109 CV SPOILER,2012.0,121763.0,híbrido,5.0,109.0,manual,CANTABRIA,6000,9.0,0,NISSAN,0
CITROEN,DS4 1. 6 EHDI 115CV STT STYLE,2014.0,132025.0,diesel,5.0,114.0,manual,CANTABRIA,9990,7.0,0,CITROEN,0
MERCEDES-BENZ,CLASE A A 160 CDI ELEGANCE,2008.0,157000.0,diesel,5.0,82.0,manual,CASTELLON,6500,13.0,0,MERCEDES-BENZ,0
OPEL,CORSA SILVERLINE BASE 1. 3 CDTI,2006.0,97341.0,diesel,5.0,70.0,manual,CANTABRIA,4200,15.0,0,OPEL,0
OPEL,VECTRA COSMO 1. 9 CDTI 8V 120 CV,2005.0,120000.0,diesel,5.0,120.0,manual,VALLADOLID,5500,16.0,0,OPEL,0
MERCEDES-BENZ,CLASE C C 200 D,2019.0,22283.0,diesel,4.0,160.0,automatico,SEVILLA,31500,2.0,0,MERCEDES-BENZ,0
FIAT,500 1. 2 8V 69 CV LOUNGE,2012.0,96514.0,gasolina,3.0,69.0,manual,CANTABRIA,6800,9.0,0,FIAT,0
PEUGEOT,308 CONFORT 1. 6 HDI 90,2009.0,127067.0,diesel,5.0,90.0,manual,CANTABRIA,59990,12.0,0,PEUGEOT,0
OPEL,ASTRA TWIN TOP 1. 9 CDTI ENJOY,2006.0,197007.0,diesel,2.0,150.0,manual,CANTABRIA,5900,15.0,0,OPEL,0
RENAULT,CLIO GRAND TOUR DYNAMIQUE 1. 5DCI85ECO2,2008.0,222293.0,diesel,5.0,85.0,manual,CANTABRIA,3600,13.0,0,RENAULT,0
RENAULT,SCENIC DYNAMIQUE TCE 115,2014.0,103597.0,gasolina,5.0,115.0,manual,CANTABRIA,7990,7.0,0,RENAULT,0
OPEL,ASTRA 1. 7 CDTI 130 CV EXCELLENCE ST,2012.0,151934.0,diesel,5.0,130.0,manual,CANTABRIA,7800,9.0,0,OPEL,0
AUDI,A3 SPORTBACK 1. 4 TFSI S TRONIC ATTRACTION,2010.0,130118.0,gasolina,5.0,125.0,automatico,CANTABRIA,8500,11.0,0,AUDI,0
VOLKSWAGEN,TOURAN 2. 0 TDI 140CV ADVANCE,2011.0,145000.0,diesel,5.0,140.0,manual,CASTELLON,10900,10.0,0,VOLKSWAGEN,0
HYUNDAI,IONIQ 1. 6 GDI PHEV STYLE DCT,2017.0,68451.0,híbrido,5.0,141.0,automatico,MALAGA,18500,4.0,0,HYUNDAI,0
OPEL,INSIGNIA SPORTS TOURER 2. 0 CDTI 160 CV SPORT,2010.0,206952.0,diesel,5.0,160.0,manual,TARRAGONA,6950,11.0,0,OPEL,0
VOLKSWAGEN,GOLF ADVANCE 1. 6 TDI 105CV BMT,2014.0,154000.0,diesel,5.0,105.0,manual,CASTELLON,11500,7.0,0,VOLKSWAGEN,0
AUDI,S3 2. 0 TFSI QUATTRO S TRONIC SPORTBACK,2017.0,35000.0,gasolina,5.0,310.0,automatico,ALICANTE,38990,4.0,0,AUDI,0
BMW,SERIE 3 M3,2003.0,88000.0,gasolina,2.0,343.0,manual,ALICANTE,34990,18.0,0,BMW,0
OPEL,MOKKA X 1. 4 T 103KW 4X2 SS SELECTIVE,2018.0,25000.0,gasolina,5.0,140.0,manual,VALENCIA,10900,3.0,0,OPEL,0
FORD,FOCUS 1. 6 TDCI 95CV TREND,2012.0,84000.0,diesel,5.0,95.0,manual,VALLADOLID,8500,9.0,0,FORD,0
BMW,SERIE 1 120D,2014.0,133000.0,diesel,5.0,184.0,automatico,PONTEVEDRA,16800,7.0,0,BMW,0
BMW,SERIE 3 318D TOURING,2012.0,173685.0,diesel,5.0,143.0,manual,TARRAGONA,11999,9.0,0,BMW,0
BMW,SERIE 4 425D,2015.0,134000.0,diesel,2.0,218.0,manual,PONTEVEDRA,22500,6.0,0,BMW,0
PEUGEOT,308 5P GT PACK PURETECH 130 SS EAT8,2020.0,9000.0,gasolina,5.0,130.0,automatico,ALICANTE,19990,1.0,0,PEUGEOT,0
PEUGEOT,508 5P ACTIVE PURETECH 130KW 180 SS EAT8,2019.0,35.0,gasolina,5.0,180.0,automatico,CASTELLON,25900,2.0,0,PEUGEOT,0
HYUNDAI,SANTA FE 2. 2 CRDI STYLE AUTO 4X4 7S,2017.0,112859.0,diesel,5.0,200.0,automatico,MALAGA,22000,4.0,0,HYUNDAI,0
FORD,KUGA STLINE 2. 0 ECOBLUE MHEV 110KW 150CV,2020.0,10.0,híbrido,5.0,150.0,manual,MADRID,27900,1.0,0,FORD,0
FIAT,500 1. 3 16V MULTIJET 75 CV BY DIESEL,2009.0,114000.0,diesel,3.0,75.0,manual,VALLADOLID,6950,12.0,0,FIAT,0
RENAULT,KANGOO COMBI NUEVO KANGO COMBI PROFESIONAL DCI 90,2013.0,153000.0,diesel,4.0,90.0,manual,PONTEVEDRA,7500,8.0,0,RENAULT,0
JEEP,COMPASS 1. 4 MAIR 103KW SPORT 4X2,2020.0,0.0,gasolina,5.0,140.0,manual,VALENCIA,19670,1.0,1,OUTRAS,0
FIAT,PUNTO 1. 3 MULTIJET 16V FEEL,2006.0,160000.0,diesel,3.0,70.0,manual,VALLADOLID,4500,15.0,0,FIAT,0
RENAULT,MEGANE SP. TOU. BUSINESS ENERGY DCI 95 SS E6,2016.0,129000.0,diesel,5.0,95.0,manual,PONTEVEDRA,7500,5.0,0,RENAULT,0
RENAULT,ESPACE PRIVILEGE 2. 2 DCI 16V,2006.0,140000.0,diesel,5.0,150.0,manual,VALLADOLID,6350,15.0,0,RENAULT,0
OPEL,ZAFIRA 1. 7 CDTI ESSENTIA,2009.0,179000.0,diesel,5.0,110.0,manual,MADRID,3999,12.0,0,OPEL,0
PEUGEOT,207 SPORT 1. 6 HDI 110,2008.0,179000.0,diesel,3.0,110.0,manual,MADRID,3600,13.0,0,PEUGEOT,0
HYUNDAI,KONA,2020.0,7.0,híbrido,5.0,204.0,automatico,CADIZ,35900,1.0,0,HYUNDAI,0
PEUGEOT,3008 1. 5 BLUEHDI 96KW SS GT EAT8,2021.0,0.0,diesel,5.0,130.0,automatico,MALAGA,33200,0.0,1,PEUGEOT,0
PEUGEOT,208 PURETECH 73KW 100CV ACTIVE PACK,2021.0,0.0,gasolina,5.0,100.0,manual,MALAGA,14900,0.0,1,PEUGEOT,0
PEUGEOT,5008 1. 6 PURETECH 132KW SS GT PACK EAT8,2020.0,0.0,gasolina,5.0,180.0,automatico,MALAGA,37700,1.0,1,PEUGEOT,0
PEUGEOT,3008 HYBRID,2021.0,0.0,híbrido,5.0,225.0,automatico,MALAGA,34500,0.0,1,PEUGEOT,0
PEUGEOT,E2008,2020.0,0.0,híbrido,5.0,136.0,automatico,MALAGA,34000,1.0,1,PEUGEOT,0
OPEL,CORSA 1. 4 66KW 90CV DESIGN LINE,2019.0,40460.0,gasolina,5.0,90.0,manual,LAS_PALMAS,9490,2.0,0,OPEL,0
JEEP,RENEGADE 1. 0G 88KW LONGITUDE 4X2,2019.0,49230.0,gasolina,5.0,120.0,manual,LAS_PALMAS,15990,2.0,0,OUTRAS,0
SKODA,OCTAVIA COMBI 2. 0 TDI CR 184CV DSG RS,2016.0,89000.0,diesel,5.0,184.0,automatico,OURENSE,18500,5.0,0,OUTRAS,0
PEUGEOT,308 CC SPORT PACK 2. 0 HDI 140 FAP,2010.0,250000.0,diesel,2.0,140.0,manual,MADRID,5998,11.0,0,PEUGEOT,0
HYUNDAI,KONA,2020.0,5000.0,híbrido,5.0,204.0,automatico,MADRID,36690,1.0,0,HYUNDAI,0
VOLKSWAGEN,PASSAT 2. 0 TDI 140CV HIGHLINE BLUEMOTION TECH,2014.0,82000.0,diesel,4.0,140.0,manual,MADRID,12900,7.0,0,VOLKSWAGEN,0
PEUGEOT,508 ALLURE BLUEHDI 96KW130CV SS EAT8,2019.0,21170.0,diesel,5.0,130.0,automatico,MADRID,26690,2.0,0,PEUGEOT,0
HYUNDAI,IONIQ 1. 6 GDI HEV TECNO DCT CON TRAILER PACK,2018.0,60000.0,híbrido,5.0,141.0,automatico,MADRID,15500,3.0,0,HYUNDAI,0
PEUGEOT,E208,2020.0,10700.0,híbrido,5.0,136.0,automatico,MADRID,28950,1.0,0,PEUGEOT,0
PEUGEOT,508 5P GT HYBRID 225 EEAT8,2020.0,26000.0,híbrido,5.0,225.0,automatico,MADRID,38625,1.0,0,PEUGEOT,0
PEUGEOT,208 5P ALLURE 1. 6 EHDI 92,2015.0,166000.0,diesel,5.0,92.0,manual,ZARAGOZA,7900,6.0,0,PEUGEOT,0
SEAT,LEON 2. 0 TDI 140CV SPORT,2006.0,147000.0,diesel,5.0,140.0,manual,VALLADOLID,6500,15.0,0,SEAT,0
JAGUAR,XJ XJS CONVERTIBLE 4. 0,1994.0,115000.0,gasolina,2.0,223.0,automatico,ALICANTE,35990,27.0,0,OUTRAS,1
BMW,SERIE 4 420D GRAN COUPE,2016.0,176000.0,diesel,5.0,190.0,automatico,ALICANTE,17990,5.0,0,BMW,0
JAGUAR,SERIE XK XK8 4. 2 COUPE,2007.0,79000.0,gasolina,3.0,298.0,automatico,ALICANTE,24990,14.0,0,OUTRAS,0
JAGUAR,SERIE XK XKR COUPE,1999.0,85000.0,gasolina,2.0,370.0,automatico,ALICANTE,18990,22.0,0,OUTRAS,1
NISSAN,ALMERA TINO 2. 2DCI 112 ACENTA,2005.0,205559.0,diesel,5.0,112.0,manual,CANTABRIA,2500,16.0,0,NISSAN,0
FORD,CMAX 1. 0 ECOBOOST 125 AUTO STARTSTOP TREND,2012.0,119530.0,gasolina,5.0,125.0,manual,CANTABRIA,7800,9.0,0,FORD,0
SEAT,ALTEA 1. 6 TDI 105CV REFERENCE EECOMOTIVE,2011.0,169183.0,diesel,5.0,105.0,manual,CANTABRIA,6500,10.0,0,SEAT,0
MAZDA,CX3 2. 0 G 89KW 121CV 2WD AT EVOLUTION NAVI,2019.0,38000.0,gasolina,5.0,121.0,manual,ALICANTE,16800,2.0,0,OUTRAS,0
BMW,X6 M,2011.0,45000.0,gasolina,5.0,555.0,automatico,ALICANTE,41990,10.0,0,BMW,0
HYUNDAI,I30 1. 0 TGDI KLASS,2020.0,4061.0,gasolina,5.0,120.0,manual,CADIZ,15400,1.0,0,HYUNDAI,0
PEUGEOT,5008 CONFORT 1. 6 HDI 112 FAP,2011.0,137279.0,diesel,5.0,112.0,manual,CANTABRIA,8500,10.0,0,PEUGEOT,0
FORD,MONDEO 2. 0 TDCI 150CV BUSINESS SPORTBREAK,2015.0,85000.0,diesel,5.0,150.0,manual,ZARAGOZA,12850,6.0,0,FORD,0
HYUNDAI,I20 I20 1. 4 CRDI GL PBT COMFORT AA ESP,2011.0,189000.0,diesel,5.0,75.0,manual,ASTURIAS,4300,10.0,0,HYUNDAI,0
CITROEN,C4 1. 6 HDI 110 COLLECTION,2007.0,146000.0,diesel,5.0,110.0,manual,VALLADOLID,5900,14.0,0,CITROEN,0
LEXUS,CT 200H EXECUTIVE,2014.0,69000.0,híbrido,5.0,136.0,automatico,TARRAGONA,13500,7.0,0,OUTRAS,0
SKODA,OCTAVIA COMBI 2. 0 TDI CR 184CV DSG RS,2016.0,96000.0,diesel,5.0,184.0,automatico,OURENSE,19900,5.0,0,OUTRAS,0
CITROEN,BERLINGO 1. 6 HDI 115 SEDUCTION,2012.0,186000.0,diesel,5.0,114.0,manual,CASTELLON,9000,9.0,0,CITROEN,0
MERCEDES-BENZ,CLASE CLA CLA 200 D,2018.0,32000.0,diesel,4.0,136.0,automatico,ALICANTE,26890,3.0,0,MERCEDES-BENZ,0
SEAT,LEON 1. 5 ECOTSI 96KW 130CV STSP STYLE,2019.0,15058.0,gasolina,5.0,130.0,manual,CANTABRIA,14990,2.0,0,SEAT,0
OPEL,ASTRA 1. 6 CDTI 81KW 110CV BUSINESS,2017.0,57215.0,diesel,5.0,110.0,manual,CANTABRIA,11990,4.0,0,OPEL,0
PEUGEOT,308 CONFORT 1. 6 VTI 120,2008.0,155000.0,gasolina,5.0,120.0,manual,ZARAGOZA,4999,13.0,0,PEUGEOT,0
CHEVROLET,EPICA 2. 0 VCDI 16V LT,2008.0,189000.0,diesel,4.0,150.0,manual,ZARAGOZA,3999,13.0,0,OUTRAS,0
PEUGEOT,3008 1. 6BLUEHDI 88KW 120CV ALLURE SS,2017.0,60000.0,diesel,5.0,120.0,automatico,CASTELLON,20500,4.0,0,PEUGEOT,0
VOLKSWAGEN,BEETLE 2. 0 TDI 140CV DESIGN,2012.0,132000.0,diesel,3.0,140.0,manual,CASTELLON,10000,9.0,0,VOLKSWAGEN,0
SKODA,SUPERB 1. 9 TDI COLLECTION,2008.0,204000.0,diesel,4.0,115.0,manual,ALICANTE,3490,13.0,0,OUTRAS,0
FIAT,500 1. 2 8V 69 CV LOUNGE,2008.0,125000.0,gasolina,3.0,69.0,manual,CASTELLON,5800,13.0,0,FIAT,0
