marca,modelo,ano_vehic,km,combustible,puertas,cv,transmision,ubicacion,precio,idade,km_era_ausente,marca_agrupada,possivel_classico
RENAULT,GRAND SCENIC DYNAMIQUE ENERGY DCI 130 SS 7P,2012.0,91789.0,diesel,5.0,130.0,manual,TARRAGONA,10999,9.0,0,RENAULT,0
HYUNDAI,IONIQ 1. 6 GDI HEV TECNO DCT,2019.0,8371.0,híbrido,5.0,141.0,automatico,MALAGA,18800,2.0,0,HYUNDAI,0
HYUNDAI,I40 1. 7 CRDI 136CV BLUEDRIVE TECNO,2013.0,350000.0,diesel,4.0,136.0,manual,ZARAGOZA,4950,8.0,0,HYUNDAI,0
BMW,SERIE 3 320D TOURING,2015.0,222000.0,diesel,5.0,184.0,manual,ALICANTE,12490,6.0,0,BMW,0
HYUNDAI,TUCSON 2. 0 CLASSIC 4X2,2009.0,105000.0,gasolina,5.0,142.0,manual,ZARAGOZA,6500,12.0,0,HYUNDAI,0
KIA,CARENS 1. 7 CRDI VGT 115CV CONCEPT ECODYNAM 5PL,2015.0,98000.0,diesel,5.0,115.0,manual,CASTELLON,12000,6.0,0,OUTRAS,0
VOLKSWAGEN,SHARAN 2. 0 TDI 140CV ADVANCE,2010.0,224000.0,diesel,5.0,140.0,manual,CASTELLON,11500,11.0,0,VOLKSWAGEN,0
PEUGEOT,2008 ALLURE 1. 6 BLUEHDI 88KW 120CV SS,2018.0,60844.0,diesel,5.0,120.0,manual,ALICANTE,13100,3.0,0,PEUGEOT,0
HYUNDAI,TUCSON 2. 0 CDRI STYLE 4X4,2005.0,150000.0,diesel,5.0,112.0,manual,ZARAGOZA,5800,16.0,0,HYUNDAI,0
FORD,BMAX 1. 0 ECOBOOST 100 TREND,2013.0,120000.0,gasolina,5.0,100.0,manual,ALICANTE,6990,8.0,0,FORD,0
RENAULT,MEGANE RENAULT SPORT 2. 0T,2004.0,138000.0,gasolina,3.0,225.0,manual,PONTEVEDRA,9300,17.0,0,RENAULT,0
BMW,SERIE 1 118D M SPORT EDITION,2013.0,124000.0,diesel,5.0,143.0,manual,PONTEVEDRA,14500,8.0,0,BMW,0
VOLKSWAGEN,TOUAREG 3. 0 V6 TDI 245 TIP PREMIUM BMOTION TECH,2013.0,158954.0,diesel,5.0,245.0,automatico,VIZCAYA,21800,8.0,0,VOLKSWAGEN,0
MERCEDES-BENZ,CLASE E COUPE E 220 CDI,2013.0,143900.0,diesel,2.0,170.0,automatico,PONTEVEDRA,17900,8.0,0,MERCEDES-BENZ,0
HYUNDAI,I30 1. 0 TGDI ESSENCE,2019.0,119.0,gasolina,5.0,120.0,manual,MALAGA,12900,2.0,0,HYUNDAI,0
HYUNDAI,I30 1. 0 TGDI NLINE,2019.0,2830.0,gasolina,5.0,120.0,manual,MALAGA,15900,2.0,0,HYUNDAI,0
HYUNDAI,IONIQ 1. 6 GDI PHEV TECNO DCT,2019.0,13235.0,híbrido,5.0,141.0,automatico,MALAGA,22900,2.0,0,HYUNDAI,0
CITROEN,C3 AIRCROSS,2020.0,5.0,gasolina,5.0,110.0,manual,SEVILLA,18195,1.0,0,CITROEN,0
FORD,KUGA 1. 6 ECOBOOST 150 ASS 4X2 TITANIUM,2015.0,128733.0,gasolina,5.0,150.0,manual,MADRID,12000,6.0,0,FORD,0
FORD,SMAX 2. 0 TDCI PANTHER 110KW TITANIUM,2020.0,20.0,diesel,5.0,150.0,manual,MADRID,25800,1.0,0,FORD,0
JEEP,COMPASS 1. 4 MAIR 125KW LIMITED 4X4 ATX,2019.0,3200.0,gasolina,5.0,170.0,automatico,VALENCIA,28500,2.0,0,OUTRAS,0
JEEP,RENEGADE NIGHT EAGLE II 1. 0G MT6 88KW 120CV 4X2,2020.0,200.0,gasolina,5.0,120.0,manual,VALENCIA,17900,1.0,0,OUTRAS,0
PEUGEOT,407 SPORT 1. 6 HDI 110CV FAP,2009.0,210000.0,diesel,4.0,110.0,manual,VALLADOLID,5900,12.0,0,PEUGEOT,0
AUDI,A4 3. 0 TDI QUATTRO TIPTRONIC AVANT,2006.0,170000.0,diesel,5.0,204.0,automatico,VALLADOLID,8900,15.0,0,AUDI,0
CITROEN,CELYSEE BLUEHDI 100CV EXCLUSIVE,2015.0,130000.0,diesel,4.0,100.0,manual,MADRID,6998,6.0,0,CITROEN,0
SKODA,OCTAVIA,2005.0,138500.0,diesel,5.0,105.0,manual,SEVILLA,4900,16.0,0,OUTRAS,0
HYUNDAI,I30 1. 4 MPI ESSENCE,2018.0,37000.0,gasolina,5.0,100.0,manual,MADRID,10990,3.0,0,HYUNDAI,0
OPEL,GRANDLAND X,2017.0,65000.0,diesel,5.0,120.0,manual,MADRID,14900,4.0,0,OPEL,0
KIA,CEED 1. 0 TGDI 74KW 100CV CONCEPT,2020.0,10.0,gasolina,5.0,100.0,manual,SEVILLA,13800,1.0,0,OUTRAS,0
FORD,ECOSPORT 1. 5 TDCI 73KW 100CV S S TREND,2018.0,27498.0,diesel,5.0,100.0,manual,CANTABRIA,13990,3.0,0,FORD,0
RENAULT,MEGANE ZEN BLUE DCI 85 KW 115CV,2020.0,11.0,diesel,5.0,115.0,manual,CANTABRIA,18990,1.0,0,RENAULT,0
BMW,SERIE 5 530XD,2007.0,360000.0,diesel,4.0,231.0,automatico,MADRID,6989,14.0,0,BMW,0
HYUNDAI,IONIQ 1. 6 GDI HEV TECNO DCT,2018.0,30000.0,híbrido,5.0,141.0,automatico,MADRID,18990,3.0,0,HYUNDAI,0
AUDI,Q3 2. 0 TDI 140CV QUATTRO S TRONIC AMBIENTE,2013.0,133000.0,diesel,5.0,140.0,automatico,MADRID,17500,8.0,0,AUDI,0
AUDI,Q3 2. 0 TDI 177CV QUATTRO S TRONIC ADVANCE,2012.0,106000.0,diesel,5.0,177.0,automatico,MADRID,16900,9.0,0,AUDI,0
OPEL,VIVARO 1. 6 CDTI SS 92KW L2 2. 9T COMBI PLUS9,2017.0,36500.0,diesel,4.0,125.0,manual,LAS_PALMAS,17490,4.0,0,OPEL,0
RENAULT,CAPTUR ZEN TCE GPF 96KW 130CV,2019.0,3896.0,gasolina,5.0,130.0,automatico,SALAMANCA,21000,2.0,0,RENAULT,0
FORD,FOCUS 1. 0 ECOBOOST MHEV 92KW STLINE,2021.0,1.0,híbrido,5.0,125.0,manual,SEGOVIA,18000,0.0,0,FORD,0
KIA,SPORTAGE 1. 6 GDI 97KW 132CV DRIVE 4X2,2019.0,11138.0,gasolina,5.0,132.0,manual,SEVILLA,17990,2.0,0,OUTRAS,0
SEAT,LEON ST 1. 6 TDI 85KW 115CV STSP STYLE,2017.0,75304.0,diesel,5.0,115.0,manual,CANTABRIA,12490,4.0,0,SEAT,0
MERCEDES-BENZ,CLASE C C 180 CGI BE AVANT. BLUE EFFICIENCY ED.,2010.0,66000.0,gasolina,4.0,156.0,manual,ALICANTE,11490,11.0,0,MERCEDES-BENZ,0
FORD,KAPLUS 1. 2 TIVCT 51KW ULTIMATE,2018.0,19000.0,gasolina,5.0,85.0,manual,SEGOVIA,7700,3.0,0,FORD,0
TOYOTA,LAND CRUISER 3. 0 D4D KX,2007.0,304657.0,diesel,5.0,166.0,manual,SALAMANCA,12000,14.0,0,OUTRAS,0
FORD,MONDEO 1. 5 TDCI 88KW 120CV BUSINESS,2017.0,97249.0,diesel,5.0,120.0,manual,VIZCAYA,12400,4.0,0,FORD,0
RENAULT,TALISMAN SPORT TOURER 1. 6 ZEN ENERGY DCI 130,2016.0,93072.0,diesel,5.0,130.0,manual,VIZCAYA,11740,5.0,0,RENAULT,0
OPEL,CABRIO 1. 6 T 125KW 170CV EXCELLENCE AUTO,2017.0,72626.0,gasolina,2.0,170.0,automatico,VIZCAYA,13560,4.0,0,OPEL,0
PEUGEOT,E208,2021.0,0.0,híbrido,5.0,136.0,automatico,MALAGA,27500,0.0,1,PEUGEOT,0
BMW,COMPACT 320TD COMPACT,2004.0,350000.0,diesel,3.0,150.0,manual,MADRID,2498,17.0,0,BMW,0
MERCEDES-BENZ,CLASE E E 220 D,2016.0,68000.0,diesel,4.0,194.0,automatico,MURCIA,36490,5.0,0,MERCEDES-BENZ,0
NISSAN,NOTE 5P. 1. 5DCI 90CV ACENTA,2016.0,123000.0,diesel,5.0,90.0,manual,GRANADA,6990,5.0,0,NISSAN,0
FIAT,500 LOUNGE 09 63KW 85 CV,2019.0,40890.0,gasolina,3.0,85.0,manual,LAS_PALMAS,9990,2.0,0,FIAT,0
DACIA,SANDERO AMBIANCE 1. 2 16V 75CV E5,2012.0,140000.0,gasolina,5.0,75.0,manual,MADRID,3498,9.0,0,OUTRAS,0
MINI,MINI ONE,2004.0,148000.0,gasolina,3.0,90.0,manual,BARCELONA,4900,17.0,0,OUTRAS,0
PEUGEOT,2008 ALLURE 1. 2 PURETECH 81KW 110CV SS,2017.0,51000.0,gasolina,5.0,110.0,manual,MADRID,11900,4.0,0,PEUGEOT,0
HYUNDAI,TUCSON 1. 7CRDI 85KW 115CV BD 25 ANIVERSA. 4X2,2018.0,35000.0,diesel,5.0,115.0,manual,MADRID,19500,3.0,0,HYUNDAI,0
FORD,FIESTA 1. 6 TDCI DPF TITANIUM,2011.0,105495.0,diesel,5.0,95.0,manual,MURCIA,6890,10.0,0,FORD,0
RENAULT,CLIO EXPRESSION 1. 2 16V 75CV 5P. ECO2,2009.0,45000.0,gasolina,5.0,75.0,manual,ZARAGOZA,5490,12.0,0,RENAULT,0
NISSAN,PRIMERA 1. 9 DCI VISIA,2006.0,170000.0,diesel,5.0,120.0,manual,MADRID,2998,15.0,0,NISSAN,0
FIAT,PANDA 1. 2 POP 51KW 69CV EU6,2017.0,62000.0,gasolina,5.0,69.0,manual,BALEARES,6600,4.0,0,FIAT,0
OPEL,GRANDLAND X,2019.0,11000.0,diesel,5.0,130.0,manual,JAEN,20900,2.0,0,OPEL,0
FORD,FOCUS CMAX 1. 6 TDCI TREND,2003.0,180000.0,diesel,5.0,109.0,manual,ZARAGOZA,2999,18.0,0,FORD,0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,25900.0,gasolina,3.0,69.0,manual,VALENCIA,9000,2.0,0,FIAT,0
FORD,FIESTA 1. 0 ECOBOOST 100CV POWERSHIFT TREND 5P,2015.0,78000.0,gasolina,5.0,100.0,manual,CASTELLON,8500,6.0,0,FORD,0
RENAULT,CAPTUR ZEN BLUE DCI 85KW 115CV EDC,2020.0,11338.0,diesel,5.0,115.0,automatico,CANTABRIA,19990,1.0,0,RENAULT,0
OPEL,INSIGNIA GS 1. 6 CDTI 100KW TURBO D EXCELLENCE,2018.0,73790.0,diesel,5.0,136.0,manual,CANTABRIA,16490,3.0,0,OPEL,0
NISSAN,JUKE 1. 2 DIGT NTEC 4X2 EXT1 BLANCO,2014.0,135000.0,gasolina,5.0,115.0,manual,LLEIDA,9900,7.0,0,NISSAN,0
CITROEN,BERLINGO MULTISPACE LIVE BLUEHDI 75,2016.0,133000.0,diesel,4.0,75.0,manual,CIUDAD_REAL,7990,5.0,0,CITROEN,0
PEUGEOT,407 SW SPORT 2. 2 HDI 170CV FAP,2008.0,185000.0,diesel,5.0,170.0,manual,ZARAGOZA,4999,13.0,0,PEUGEOT,0
MERCEDES-BENZ,CLASE E CABRIO E 220 CDI,2014.0,122000.0,diesel,2.0,170.0,automatico,ZARAGOZA,24999,7.0,0,MERCEDES-BENZ,0
AUDI,A3 S LINE 30 TFSI 85KW S TRONIC SPORTBACK,2018.0,68657.0,gasolina,5.0,116.0,manual,VIZCAYA,18110,3.0,0,AUDI,0
RENAULT,KADJAR BUSINESS ENERGY DCI 81KW 110CV EDC,2018.0,97500.0,diesel,5.0,110.0,manual,VIZCAYA,13920,3.0,0,RENAULT,0
AUDI,A1 SPORTBACK 1. 0 TFSI ATTRACTION,2016.0,112833.0,gasolina,5.0,95.0,manual,VIZCAYA,12510,5.0,0,AUDI,0
SAAB,93 SPORT HATCH LINEAR SPORT 1. 9 TID,2007.0,100000.0,diesel,5.0,150.0,manual,MADRID,4998,14.0,0,OUTRAS,0
DACIA,SANDERO STEPWAY TCE 90,2014.0,65900.0,gasolina,5.0,90.0,manual,LAS_PALMAS,7490,7.0,0,OUTRAS,0
FIAT,500 0. 9 TURBO TWINAIR 77KW 105CV LOUNGE,2017.0,66420.0,gasolina,3.0,105.0,manual,LAS_PALMAS,8490,4.0,0,FIAT,0
SUZUKI,SWIFT 1. 2 GLE MILD HYBRID,2021.0,1.0,híbrido,5.0,83.0,manual,MADRID,13550,0.0,0,SUZUKI,0
BMW,SERIE 1 114I,2014.0,219000.0,gasolina,3.0,102.0,manual,TARRAGONA,8100,7.0,0,BMW,0
SUZUKI,SWACE,2020.0,1.0,híbrido,5.0,122.0,automatico,MADRID,20990,1.0,0,SUZUKI,0
SUZUKI,VITARA 1. 4 T GLE MID HYBRID,2020.0,1.0,híbrido,5.0,129.0,manual,MADRID,20190,1.0,0,SUZUKI,0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1.0,híbrido,5.0,129.0,manual,MADRID,20690,1.0,0,SUZUKI,0
SEAT,IBIZA SC 1. 2 12V 70CV REFERENCE,2014.0,45000.0,gasolina,3.0,70.0,manual,MADRID,6900,7.0,0,SEAT,0
CITROEN,C4 PICASSO PURETECH 130 SS 6V INTENSIVE,2015.0,97000.0,gasolina,5.0,130.0,manual,MADRID,10490,6.0,0,CITROEN,0
HYUNDAI,I30 1. 6 GDI BLUEDRIVE TECNO,2014.0,100000.0,gasolina,5.0,135.0,manual,MADRID,9900,7.0,0,HYUNDAI,0
FORD,CMAX 1. 0 ECOBOOST 125 AUTO STARTST. TITANIUM,2018.0,61010.0,gasolina,5.0,125.0,manual,BARCELONA,12690,3.0,0,FORD,0
KIA,CARENS 1. 7 CRDI VGT 136CV EMOTION ECODYNAM 7PL,2015.0,39500.0,diesel,5.0,136.0,manual,MURCIA,14490,6.0,0,OUTRAS,0
KIA,STONIC,2019.0,11500.0,gasolina,5.0,120.0,manual,SEVILLA,16990,2.0,0,OUTRAS,0
RENAULT,TALISMAN ZEN BLUE DCI 110 KW 150CV,2019.0,18051.0,diesel,4.0,150.0,manual,CANTABRIA,21990,2.0,0,RENAULT,0
LAND-ROVER,RANGE ROVER VELAR,2020.0,7600.0,diesel,5.0,240.0,automatico,ALICANTE,65900,1.0,0,OUTRAS,0
NISSAN,QASHQAI DIGT 116 KW 160 CV E6D DCT NSTYLE,2020.0,3365.0,gasolina,5.0,158.0,manual,BARCELONA,20690,1.0,0,NISSAN,0
CITROEN,C3 AIRCROSS,2018.0,35022.0,diesel,5.0,102.0,manual,SEVILLA,15700,3.0,0,CITROEN,0
MAZDA,CX3 2. 0 SKYACTIV GE 88KW STYLE 2WD,2016.0,75457.0,gasolina,5.0,120.0,manual,LAS_PALMAS,11990,5.0,0,OUTRAS,0
RENAULT,TWINGO VIBES 60 KW R80 BATERIA 20KWH,2020.0,65.0,híbrido,5.0,82.0,automatico,CANTABRIA,19990,1.0,0,RENAULT,0
MERCEDES-BENZ,CLASE E E 300 BLUETEC HYBRID AVANTGARDE PLUS,2014.0,130000.0,híbrido,4.0,231.0,automatico,MADRID,22499,7.0,0,MERCEDES-BENZ,0
PEUGEOT,307 2. 0 HDI 90 XR,2002.0,340000.0,diesel,5.0,90.0,manual,MADRID,1298,19.0,0,PEUGEOT,0
CITROEN,C4 PICASSO 1. 6 HDI CMP EXCLUSIVE PLUS,2008.0,110000.0,diesel,5.0,110.0,automatico,BALEARES,5800,13.0,0,CITROEN,0
RENAULT,TALISMAN ZEN BLUE DCI 110 KW 150CV,2019.0,13361.0,diesel,4.0,150.0,manual,CANTABRIA,18990,2.0,0,RENAULT,0
PEUGEOT,508 SW ACTIVE PURETECH 132KW180CV SS EAT8,2020.0,1.0,gasolina,5.0,180.0,automatico,BARCELONA,22390,1.0,0,PEUGEOT,0
HYUNDAI,I10 1. 2 LINK,2018.0,95207.0,gasolina,5.0,87.0,manual,JAEN,6900,3.0,0,HYUNDAI,0
PEUGEOT,208 5P ACTIVE BLUEHDI 55KW 75CV,2018.0,68354.0,diesel,5.0,75.0,manual,BARCELONA,7990,3.0,0,PEUGEOT,0
PEUGEOT,308 5P ALLURE 1. 6 BLUEHDI 120,2016.0,98792.0,diesel,5.0,120.0,manual,BARCELONA,9790,5.0,0,PEUGEOT,0
KIA,CEED TOURER,2019.0,24200.0,diesel,5.0,136.0,automatico,SEVILLA,21990,2.0,0,OUTRAS,0
RENAULT,ZOE INTENS 80 KW R110 BATERIA 50KWH,2020.0,11539.0,híbrido,5.0,108.0,automatico,CANTABRIA,14490,1.0,0,RENAULT,0
PEUGEOT,208 PURETECH 73KW 100CV ALLURE,2020.0,22055.0,gasolina,5.0,100.0,manual,CANTABRIA,14290,1.0,0,PEUGEOT,0
PEUGEOT,308 SW BUSINESS LINE BLUEHDI 73KW 100CV,2018.0,76000.0,diesel,5.0,100.0,manual,CASTELLON,13000,3.0,0,PEUGEOT,0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,19250.0,gasolina,3.0,69.0,manual,VALENCIA,9000,2.0,0,FIAT,0
FIAT,500 LOUNGE 1. 2 8V 51KW 69 CV,2019.0,22700.0,gasolina,3.0,69.0,manual,VALENCIA,9000,2.0,0,FIAT,0
AUDI,A3 30 TFSI 85KW 116CV S TRONIC SPORTBACK,2019.0,19807.0,gasolina,5.0,116.0,automatico,LLEIDA,23900,2.0,0,AUDI,0
MINI,MINI ONE D,2016.0,130155.0,diesel,3.0,95.0,manual,MADRID,11490,5.0,0,OUTRAS,0
PEUGEOT,2008 ALLURE 1. 6 BLUEHDI 88KW 120CV SS,2017.0,132000.0,diesel,5.0,120.0,manual,CASTELLON,12800,4.0,0,PEUGEOT,0
MERCEDES-BENZ,CLASE V 220 D CLASE V LARGO,2018.0,37967.0,diesel,4.0,163.0,automatico,BARCELONA,35900,3.0,0,MERCEDES-BENZ,0
PEUGEOT,308 CONFORT 1. 6 VTI 120,2008.0,135000.0,gasolina,5.0,120.0,manual,ZARAGOZA,5300,13.0,0,PEUGEOT,0
TOYOTA,RAV4 2. 2 D4D ADVANCE 4X2,2011.0,155000.0,diesel,5.0,150.0,manual,ZARAGOZA,9998,10.0,0,OUTRAS,0
VOLKSWAGEN,PASSAT VARIANT ADVANCE 2. 0 TDI 110KW150CV BMT,2016.0,182000.0,diesel,5.0,150.0,manual,CASTELLON,10900,5.0,0,VOLKSWAGEN,0
RENAULT,MEGANE S. T. BOSE BLUE DCI 85 KW 115CV EDC,2019.0,22073.0,diesel,5.0,115.0,automatico,CANTABRIA,17990,2.0,0,RENAULT,0
HYUNDAI,IX20 1. 4 MPI BLUEDRIVE 25 ANIVERSARIO,2018.0,18010.0,gasolina,5.0,90.0,manual,MADRID,11790,3.0,0,HYUNDAI,0
FIAT,500L 1. 6 16V MULTIJET II 105CV SS LOUNGE,2015.0,23000.0,diesel,5.0,105.0,manual,VALENCIA,12500,6.0,0,FIAT,0
FORD,KUGA STLINE X 2. 0 ECOBLUE MHEV 110KW 150CV,2020.0,10.0,híbrido,5.0,150.0,manual,SEGOVIA,27900,1.0,0,FORD,0
AUDI,S3,2018.0,35000.0,gasolina,,,automatico,ALICANTE,38990,3.0,0,AUDI,0
NISSAN,QASHQAI DCI 85 KW 115 CV E6D ACENTA,2019.0,19164.0,diesel,5.0,115.0,manual,JAEN,20500,2.0,0,NISSAN,0
SSANGYONG,RODIUS 270XDI LIMITED,2012.0,125000.0,diesel,5.0,165.0,manual,ZARAGOZA,9900,9.0,0,OUTRAS,0
BMW,SERIE 7 730LDA XDRIVE,2015.0,318000.0,diesel,4.0,265.0,automatico,ZARAGOZA,29999,6.0,0,BMW,0
MASERATI,GRANCABRIO 4. 7 V8 AUTOMATICO,2014.0,19000.0,gasolina,2.0,450.0,automatico,ALICANTE,73800,7.0,0,OUTRAS,0
SEAT,IBIZA 1. 0 55KW 75CV STYLE,2018.0,58630.0,gasolina,5.0,75.0,manual,VIZCAYA,9800,3.0,0,SEAT,0
CITROEN,C4 PICASSO BLUEHDI 100CV SS LIVE,2016.0,84752.0,diesel,5.0,99.0,manual,VIZCAYA,10600,5.0,0,CITROEN,0
HYUNDAI,I30 1. 0 TGDI TECNO TECH,2018.0,21000.0,gasolina,5.0,120.0,manual,VIZCAYA,13560,3.0,0,HYUNDAI,0
CITROEN,CELYSEE PURETECH 60KW 82CV SHINE,2018.0,82447.0,gasolina,4.0,82.0,manual,VIZCAYA,9010,3.0,0,CITROEN,0
PEUGEOT,E2008,2020.0,0.0,híbrido,5.0,136.0,automatico,MALAGA,30700,1.0,1,PEUGEOT,0
FORD,KUGA 2. 0 TDCI 2WD TREND,2010.0,127000.0,diesel,5.0,136.0,manual,MURCIA,11490,11.0,0,FORD,0
SSANGYONG,RODIUS 270XDI,2009.0,110000.0,diesel,5.0,165.0,manual,MADRID,6998,12.0,0,OUTRAS,0
TOYOTA,LAND CRUISER 90 3. 0 TD GX,1997.0,350000.0,diesel,5.0,125.0,manual,MADRID,6998,24.0,0,OUTRAS,1
HYUNDAI,I20 1. 2 MPI ESSENCE,2017.0,56700.0,gasolina,5.0,84.0,manual,LAS_PALMAS,7490,4.0,0,HYUNDAI,0
OPEL,CORSA 1. 4 COLOR EDITION 66KW 90CV,2017.0,78400.0,gasolina,5.0,90.0,manual,LAS_PALMAS,7990,4.0,0,OPEL,0
RENAULT,TWINGO GT TCE 81KW 110CV 18,2018.0,48085.0,gasolina,5.0,110.0,manual,LAS_PALMAS,9990,3.0,0,RENAULT,0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1.0,híbrido,5.0,129.0,manual,MADRID,21400,1.0,0,SUZUKI,0
SUZUKI,VITARA 1. 4 T GLX MILD HYBRID,2020.0,1.0,híbrido,5.0,129.0,manual,MADRID,21790,1.0,0,SUZUKI,0
SUZUKI,SWACE,2020.0,2500.0,híbrido,5.0,122.0,automatico,MADRID,20690,1.0,0,SUZUKI,0
SUZUKI,SWIFT 1. 2 GLX MILD HYBRID CVT,2020.0,3000.0,híbrido,5.0,83.0,automatico,MADRID,15170,1.0,0,SUZUKI,0
VOLKSWAGEN,GOLF 2. 0 TSI 230CV DSG GTI PERFORMANCE BMT,2014.0,98000.0,gasolina,3.0,230.0,automatico,PONTEVEDRA,18990,7.0,0,VOLKSWAGEN,0
SUZUKI,SCROSS 1. 4 DITC GLX MID HYBRID,2020.0,1.0,híbrido,5.0,129.0,manual,MADRID,21400,1.0,0,SUZUKI,0
PEUGEOT,308 SW STYLE 1. 2 PURETECH 96KW 130CV SS,2017.0,104000.0,gasolina,5.0,130.0,manual,MADRID,10500,4.0,0,PEUGEOT,0
SUZUKI,ACROSS,2020.0,1.0,híbrido,5.0,306.0,automatico,MADRID,45890,1.0,0,SUZUKI,0
